City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
620,Lamu,KE,-2.2717,40.902,73.62,81,36,15.26,light rain,2022-07-21 05:15:28
621,Tiarei,PF,-17.5333,-149.3333,75.22,75,8,11.43,clear sky,2022-07-21 05:15:29
622,Muroto,JP,33.2833,134.15,82.44,77,99,5.66,overcast clouds,2022-07-21 05:15:29
623,San Pedro,PH,14.35,121.0167,85.23,74,75,4.61,moderate rain,2022-07-21 05:15:30
624,Blairmore,CA,49.6,-114.4353,69.67,59,1,6.67,clear sky,2022-07-21 05:15:30
625,Dudinka,RU,69.4058,86.1778,52.68,90,100,9.46,light rain,2022-07-21 05:15:30
626,Biak,ID,-0.9131,122.8766,81.73,76,30,4.79,scattered clouds,2022-07-21 05:15:31
627,Inhambane,MZ,-23.865,35.3833,58.98,100,20,4.61,fog,2022-07-21 05:15:31
628,Belaya Gora,RU,68.5333,146.4167,62.47,41,24,7.65,few clouds,2022-07-21 05:15:32
629,Qarqin,AF,37.4185,66.0436,98.96,11,0,7.4,clear sky,2022-07-21 05:15:32
630,Hassleholm,SE,56.1591,13.7664,72.25,71,17,4.52,few clouds,2022-07-21 05:15:32
631,Arman,RU,59.7,150.1667,80.02,71,31,6.35,scattered clouds,2022-07-21 05:15:33
632,Qianjiang,CN,30.4151,112.8859,88.21,73,100,7.61,overcast clouds,2022-07-21 05:15:33
633,Intipuca,SV,13.1969,-88.0544,82.35,79,100,3.04,overcast clouds,2022-07-21 05:15:34
634,Mackay,AU,-21.15,149.2,65.21,90,99,9.13,overcast clouds,2022-07-21 05:15:34
635,Saryg-Sep,RU,51.5,95.6,76.96,27,3,3.62,clear sky,2022-07-21 05:15:34
636,Pemangkat,ID,1.1667,108.9667,85.64,70,53,9.82,broken clouds,2022-07-21 05:15:35
637,Ust-Maya,RU,60.4167,134.5333,85.86,32,86,9.71,overcast clouds,2022-07-21 05:15:35
638,Filadelfia,US,39.9523,-75.1638,82.65,76,20,3.44,few clouds,2022-07-21 05:12:42
639,Thinadhoo,MV,0.5333,72.9333,80.17,74,100,2.33,overcast clouds,2022-07-21 05:15:36
640,Kiama,AU,-34.6833,150.8667,60.58,74,88,3.0,light rain,2022-07-21 05:15:36
641,Salur,IN,18.5333,83.2167,87.82,62,100,2.51,overcast clouds,2022-07-21 05:15:36
642,Wajir,KE,1.7471,40.0573,71.69,69,14,14.92,few clouds,2022-07-21 05:15:37
643,Kalmunai,LK,7.4167,81.8167,87.04,64,98,4.25,overcast clouds,2022-07-21 05:15:37
644,Aranos,NA,-24.1333,19.1167,46.65,52,0,5.44,clear sky,2022-07-21 05:15:38
645,Samana,DO,19.2056,-69.3369,78.78,88,22,10.09,few clouds,2022-07-21 05:16:38
646,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,88,0,17.27,clear sky,2022-07-21 05:16:38
647,Middletown,US,39.5151,-84.3983,78.21,86,0,6.91,clear sky,2022-07-21 05:13:19
648,Kohlu,PK,29.8962,69.252,87.06,55,7,4.72,clear sky,2022-07-21 05:16:39
649,Peleduy,RU,59.6289,112.7406,70.41,59,100,5.08,overcast clouds,2022-07-21 05:16:39
650,Shache,CN,38.4167,77.2406,91.24,13,0,3.74,clear sky,2022-07-21 05:16:39
651,Vanino,RU,49.0869,140.2543,62.8,79,93,6.49,overcast clouds,2022-07-21 05:16:40
652,Takoradi,GH,4.8845,-1.7554,72.19,76,21,6.44,few clouds,2022-07-21 05:16:40
653,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,82,0,2.3,clear sky,2022-07-21 05:16:41
654,Sola,VU,-13.8833,167.55,81.18,79,18,17.72,few clouds,2022-07-21 05:16:41
655,Bartica,GY,6.4,-58.6167,75.52,99,86,1.5,overcast clouds,2022-07-21 05:16:41
656,Sainte-Rose,GP,16.3324,-61.6979,77.18,100,75,5.75,broken clouds,2022-07-21 05:16:42
657,Axim,GH,4.8699,-2.2405,72.05,75,18,5.77,few clouds,2022-07-21 05:16:42
658,Marzuq,YE,14.4,46.4667,78.31,51,77,7.99,broken clouds,2022-07-21 05:16:42
659,Kargasok,RU,59.0556,80.8572,69.39,55,100,5.41,overcast clouds,2022-07-21 05:16:43
660,Pascagoula,US,30.3658,-88.5561,86.05,88,0,3.44,clear sky,2022-07-21 05:16:43
661,Mabaruma,GY,8.2,-59.7833,72.01,98,99,1.3,overcast clouds,2022-07-21 05:16:43
662,Snyder,US,32.7179,-100.9176,91.74,25,0,6.91,clear sky,2022-07-21 05:16:44
663,Mercedes,AR,-34.6515,-59.4307,50.04,89,0,6.15,clear sky,2022-07-21 05:16:44
664,Syracuse,IT,37.0881,15.2792,74.79,64,0,4.0,clear sky,2022-07-21 05:15:10
665,Chiman,PK,32.5463,73.8138,77.56,95,100,11.07,moderate rain,2022-07-21 05:16:45
666,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,89,49,0.83,scattered clouds,2022-07-21 05:16:45
667,Kamenka,RU,51.3223,42.7678,60.64,85,99,13.15,light rain,2022-07-21 05:16:45
668,Kantunilkin,MX,21.0917,-87.45,74.91,93,11,2.57,few clouds,2022-07-21 05:16:46
669,Husavik,IS,66.0449,-17.3389,45.68,86,58,3.98,broken clouds,2022-07-21 05:16:46
670,Saint-Paul,RE,-21.0096,55.2707,71.74,61,10,2.39,clear sky,2022-07-21 05:16:47
671,Port Blair,IN,11.6667,92.75,84.24,84,100,11.5,moderate rain,2022-07-21 05:16:47
672,Teahupoo,PF,-17.8333,-149.2667,69.76,76,15,10.02,light rain,2022-07-21 05:16:47
673,Bondo,CD,3.8146,23.6866,68.14,98,94,1.45,overcast clouds,2022-07-21 05:16:48
674,Kharp,RU,66.8014,65.8081,64.35,53,63,4.14,broken clouds,2022-07-21 05:16:48
675,Quisqueya,DO,18.5554,-69.4081,75.0,94,8,7.0,clear sky,2022-07-21 05:16:48
676,Uray,RU,60.1247,64.7758,61.39,81,95,7.83,light rain,2022-07-21 05:16:49
677,Xuddur,SO,4.1213,43.8894,71.91,67,15,21.03,few clouds,2022-07-21 05:16:49
678,Kologriv,RU,58.8275,44.3178,63.01,69,25,6.33,scattered clouds,2022-07-21 05:16:49
679,Lalibela,ET,12.0333,39.0333,56.14,87,100,2.26,light rain,2022-07-21 05:16:19
